compound_id,exact_mol_wt,logp,tpsa,hbd,hba,formal_charge,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,structural_alert_count,qed
1004316-88-4,775.354959796,6.000700000000006,138.02,3,10,0,19,5,4,54,0.475,0,0.10557201660303792
100643-71-8,311.13095274009,2.9927,29.5,1,1,1,0,4,2,22,0.3157894736842105,0,0.7961111285945959
101-26-8,181.09715407609,0.5714999999999999,33.42,0,2,1,1,1,1,13,0.3333333333333333,1,0.5934152756520555
101477-54-7,469.22972571209,3.4807000000000023,35.370000000000005,1,4,1,8,4,3,34,0.3333333333333333,0,0.5481209592239867
101827-46-7,318.22162631609,4.352200000000004,4.44,1,0,1,4,3,3,24,0.30434782608695654,0,0.7291742768719393
103-16-2,200.083729624,2.9712000000000014,29.46,1,2,0,3,2,2,15,0.07692307692307693,0,0.8248951292816564
103177-37-3,480.16772776390997,4.256200000000003,121.31,1,7,-1,9,5,5,36,0.14814814814814814,1,0.31076823177196433
10405-02-4,392.22202024009,3.769700000000003,46.53,1,3,1,4,5,2,29,0.48,2,0.6364424954881173
1041434-82-5,328.21105537600005,-3.2937999999999956,153.1,5,4,0,7,1,0,23,0.8,2,0.2437291823447372
104227-87-4,321.143704088,0.5409999999999998,122.22,1,9,0,7,2,2,23,0.5,1,0.733115342152729
104632-26-0,212.12159499608998,0.5559999999999997,55.519999999999996,2,3,1,3,2,1,14,0.7,0,0.768823068251017
105462-24-6,280.98652204782,-1.6384000000000003,153.84,3,6,-2,4,1,1,17,0.2857142857142857,1,0.55502384083489
105816-04-4,316.19181727191,1.9261999999999995,69.23,1,3,-1,6,2,1,23,0.5789473684210527,0,0.8715900836005785
106266-06-2,411.21908077609,2.1733199999999995,65.36,1,5,1,4,5,3,30,0.5217391304347826,0,0.7147719188223012
106308-44-5,238.066617316,0.7035000000000001,73.80000000000001,1,4,0,3,2,2,17,0.1,0,0.8549954528788274
106685-40-9,411.19656830391006,5.346700000000005,49.36,0,3,-1,4,7,3,31,0.39285714285714285,0,0.5816891229939615
1069-66-5,143.10775329991,0.9526999999999999,40.129999999999995,0,2,-1,5,0,0,10,0.875,0,0.574585486305641
107-35-7,125.014664084,-2.226499999999999,84.84,1,3,0,2,0,0,7,1.0,1,0.423819451722316
1070-11-7,206.19833091217998,-2.3449999999999958,73.68,4,2,2,9,0,0,14,1.0,1,0.3191108215768834
107133-36-8,368.23112212399997,-0.4202999999999959,103.35000000000001,1,5,0,8,2,0,26,0.8421052631578947,1,0.5862362295041313
107724-20-9,414.20423867999995,3.124500000000002,82.2,0,6,0,1,6,0,30,0.7916666666666666,2,0.4843337144772066
108341-18-0,170.08116966409,-0.6268999999999996,88.33000000000001,4,3,1,2,1,1,12,0.25,1,0.44560256429670625
1104-22-9,391.19355299609,4.138520000000003,7.680000000000001,1,1,1,5,4,3,28,0.28,0,0.686435756384251
111025-46-8,356.1194635,3.159600000000001,68.28999999999999,1,5,0,7,3,2,25,0.3157894736842105,0,0.8252539098127764
111406-87-2,236.061948624,2.7321999999999997,66.56,2,3,0,2,2,2,16,0.18181818181818182,2,0.621567647628534
1115-70-4,130.10872180408998,-3.0634999999999986,93.22999999999999,3,0,1,0,0,0,9,0.5,2,0.2398790210468143
111974-72-2,384.17402449209,1.4389000000000007,49.5,2,5,1,5,4,2,27,0.38095238095238093,1,0.7662836675576759
112529-15-4,356.1194635,3.159600000000001,68.28999999999999,1,5,0,7,3,2,25,0.3157894736842105,0,0.8252539098127764
112809-51-5,285.101445352,2.65916,78.29,0,5,0,3,3,3,22,0.058823529411764705,0,0.7407442417149674
112885-42-4,422.1641240120899,1.6737,78.02,3,4,1,7,3,2,29,0.38095238095238093,1,0.593107429503337
113-59-7,316.09212470809,3.770900000000002,4.44,1,1,1,3,3,2,21,0.2222222222222222,0,0.7704134470229285
113-92-8,275.13095274009,2.4015000000000004,17.330000000000002,1,1,1,5,2,2,19,0.3125,0,0.8869527929991254
113852-37-2,277.04746889382005,-2.925799999999999,153.56,2,9,-2,6,1,1,18,0.5,1,0.5237483929827751
115256-11-6,442.14648941608993,0.5658000000000025,106.00999999999999,3,5,1,11,2,2,29,0.3684210526315789,0,0.4717304836678942
1156-19-0,310.12308607990997,2.558020000000001,80.58,1,4,-1,3,2,1,21,0.5,0,0.9300469389911951
117-37-3,251.07136779191,2.1201,49.36,0,3,-1,2,3,2,19,0.0625,0,0.8210379974881952
118072-93-8,269.98177101582,-3.5922999999999985,162.85,2,7,-2,4,1,1,16,0.4,1,0.5334960302161211
119413-54-6,422.17104728809,0.4297000000000003,106.09,3,7,1,3,5,3,31,0.34782608695652173,1,0.41369371542515115
1195765-45-7,519.1010515400001,5.364900000000003,110.86,2,7,0,5,4,4,35,0.17391304347826086,0,0.3670492157866047
120-97-8,303.91460403199994,0.2882000000000006,120.32,2,4,0,2,1,1,16,0.0,0,0.8152117113429302
120011-70-3,380.22202024009,2.944000000000001,39.97,1,3,1,6,4,2,28,0.4583333333333333,0,0.8376496993211402
120202-66-6,321.059027432,3.6739000000000024,29.54,0,4,0,3,3,2,21,0.3125,1,0.807761185070717
120511-73-1,293.16404560800004,2.9287600000000014,78.28999999999999,0,5,0,4,2,2,22,0.4117647058823529,0,0.8678513137549794
122111-03-9,263.071762272,-1.2886,110.60000000000001,3,7,0,2,2,1,18,0.5555555555555556,0,0.6120873727300362
122320-73-4,358.12198892009,1.91,72.78,1,5,1,7,3,2,25,0.2777777777777778,0,0.8184970167086859
122647-32-9,385.25194046408996,2.746900000000001,70.84,3,3,1,14,1,1,26,0.7,1,0.4313371447281132
122883-93-6,413.11973642409004,2.3918999999999997,49.67,2,4,1,4,5,3,28,0.3333333333333333,0,0.6901284265045128
1247-42-3,372.1936739959999,2.0118000000000005,91.67,2,5,0,2,4,0,27,0.6818181818181818,0,0.7736478932798779
124750-99-8,421.1549105839101,3.895900000000003,90.82,1,6,-1,8,4,4,30,0.2727272727272727,0,0.46368275594678277
124937-52-6,326.24784106409,3.9243200000000025,24.67,2,1,1,7,2,2,24,0.45454545454545453,0,0.7917008728090155
125-84-8,232.121177752,1.3532,72.19,2,3,0,2,2,1,17,0.38461538461538464,2,0.5969362176118971
1263-89-4,617.3108540241799,-10.295300000000017,350.56,13,17,2,9,4,0,42,1.0,0,0.11408804521757797
1264-62-6,861.5085853200001,2.6798000000000073,226.27999999999997,4,17,0,12,3,0,60,0.9069767441860465,2,0.16346044563458165
127-07-1,76.027277368,-0.9561000000000002,75.35000000000001,3,2,0,0,0,0,5,0.0,2,0.25664360627911675
127-56-0,214.04121318,0.0935999999999998,89.26,2,4,0,2,1,1,14,0.125,1,0.6828174314400922
127-79-7,263.06082017191,1.76132,100.04,1,5,-1,3,2,2,18,0.09090909090909091,1,0.8502572532153353
128794-94-5,433.210052332,2.52402,94.53000000000002,1,8,0,9,3,1,31,0.5652173913043478,2,0.46901748000616883
129101-54-8,251.17540439609,1.3425999999999998,33.980000000000004,1,2,1,4,1,1,18,0.5,0,0.8760387512276021
129497-78-5,718.300264304,4.803640000000004,177.64,2,9,0,9,6,3,53,0.3170731707317073,2,0.23233143214166055
129722-12-9,448.15530891609,3.4422000000000015,46.010000000000005,2,3,1,7,4,2,30,0.43478260869565216,1,0.6371429373754213
130-61-0,371.16101728409006,4.468500000000003,7.680000000000001,1,3,1,4,4,2,25,0.42857142857142855,1,0.7938465964656601
13010-47-4,233.093104432,2.2509000000000006,61.77,1,3,0,4,1,0,15,0.8888888888888888,3,0.4599613459771248
132-17-2,308.20089087209,3.000700000000002,13.670000000000002,1,1,1,4,4,2,23,0.42857142857142855,0,0.9165416893676455
132-18-3,282.18524080809,2.4697000000000005,13.670000000000002,1,1,1,4,3,2,21,0.3684210526315789,0,0.9093229611516463
132539-06-1,313.14814409209,2.0221200000000006,32.07,2,4,1,0,4,2,22,0.35294117647058826,0,0.7798006808123278
13292-46-1,821.3978468439102,1.6543200000000045,227.00999999999996,5,14,-1,4,6,2,59,0.5348837209302325,3,0.16831304860205454
133-67-5,378.902180776,0.8210000000000004,118.35999999999999,3,5,0,2,2,1,20,0.25,1,0.6564465021990212
133099-07-7,427.23800465209,2.5404,56.760000000000005,2,2,1,7,5,3,32,0.32142857142857145,0,0.6089217233728879
133454-47-4,427.20276201609,3.4095000000000013,66.0,1,5,1,8,4,3,31,0.4166666666666667,2,0.4409099482891975
134308-13-7,273.06372245200004,2.545420000000002,100.67,2,5,0,3,2,2,20,0.07142857142857142,4,0.38710486030618185
134523-03-8,557.24572398791,4.978900000000007,114.62,3,6,-1,12,4,4,41,0.2727272727272727,0,0.22738481528786572
135729-62-3,297.19613984009004,1.2393999999999998,24.750000000000004,1,1,1,1,6,1,22,0.631578947368421,0,0.8286869281130633
136-40-3,213.10144535199998,2.6613999999999995,89.64999999999999,2,5,0,2,2,2,16,0.0,1,0.7511676712570863
136572-09-3,587.28641138809,2.6739999999999995,115.40000000000002,2,8,1,4,7,3,43,0.5151515151515151,1,0.35301953527347874
137-58-6,235.18048977608998,1.16664,33.54,2,1,1,5,1,1,17,0.5,0,0.7889166894215319
137071-32-0,809.448089676,5.7194000000000065,158.12999999999997,2,11,0,6,4,0,56,0.813953488372093,4,0.1464409750467884
138402-11-6,427.2251830639101,4.406500000000003,85.44,0,5,-1,7,5,3,32,0.4,0,0.5575984027515636
138530-94-6,370.0831588000901,2.9343200000000005,69.12,1,3,1,5,3,3,25,0.25,0,0.750807307032013
138926-19-9,317.08042243181995,-2.813099999999995,148.22,3,6,-2,9,0,0,19,1.0,2,0.3067826690720401
139110-80-8,332.1331989800001,-6.730199999999998,202.79000000000002,7,7,0,6,1,0,23,0.5833333333333334,2,0.1820401720702234
140462-76-6,337.16779359599997,0.8376999999999999,53.8,1,3,0,5,3,2,25,0.2857142857142857,0,0.8795897853518042
141-90-2,128.004433748,0.43249,48.65,2,2,0,0,1,1,8,0.0,1,0.49770208173400393
141505-33-1,279.09998255191005,1.95506,115.5,1,5,-1,3,2,1,21,0.21428571428571427,2,0.6727974625310829
141625-93-6,556.297093508,6.225200000000006,92.12,1,5,0,18,3,3,39,0.5161290322580645,2,0.14822296539980445
142340-99-6,501.198849614,2.7025000000000006,166.97999999999996,1,13,0,11,2,2,34,0.65,4,0.2071524581096599
144-82-1,269.01724110791,1.8228199999999999,100.04,1,6,-1,3,2,2,17,0.1111111111111111,1,0.8564948085701725
144060-53-7,315.08088691991,2.3885000000000005,86.03999999999999,0,6,-1,5,2,2,22,0.3125,0,0.8452708717294677
144689-63-4,571.23105629191,4.189220000000003,160.47,1,11,-1,11,5,5,42,0.3333333333333333,1,0.22637053329116408
144701-48-4,515.24415265209,4.767920000000004,78.27,0,4,1,7,6,6,39,0.18181818181818182,0,0.3071280699376299
145040-37-5,609.24670635591,5.948200000000007,141.65,0,11,-1,10,6,5,45,0.3333333333333333,2,0.1369498953302411
145108-58-3,201.13862496408998,2.5974400000000006,29.93,1,0,1,2,2,2,15,0.3076923076923077,0,0.7738221655465427
146464-95-1,475.1615139318199,-1.6877999999999973,212.95999999999998,3,11,-2,10,3,3,35,0.2608695652173913,1,0.28130600835786834
147-94-4,243.085520516,-2.563,130.82999999999998,4,8,0,2,2,1,17,0.5555555555555556,0,0.4489304892314893
147127-20-6,286.07106410591,-0.6832000000000003,139.21,2,8,-1,5,2,2,19,0.4444444444444444,1,0.6886739983508632
147403-03-0,456.14336974,4.1918000000000015,123.23999999999998,2,7,0,7,5,5,34,0.12,0,0.37629475381700994
1476-53-5,610.21735706782,2.3631199999999994,205.67,3,11,-2,8,4,3,44,0.3870967741935484,2,0.24923525553684367
148-79-8,201.036068224,2.6864,41.57,1,3,0,1,3,3,14,0.0,0,0.6572828314318542
148849-67-6,469.26969870408993,1.8929000000000014,61.67,1,5,1,10,4,2,34,0.5185185185185185,0,0.5760234412491368
149647-78-9,264.1473925,2.4711,78.43,3,3,0,8,1,1,19,0.42857142857142855,3,0.3832200999836573
150-76-5,124.052429496,1.4008,29.46,1,2,0,1,1,1,9,0.14285714285714285,0,0.6127725486570803
150322-43-3,373.11479271999997,3.8910000000000036,46.61,0,5,0,5,4,2,26,0.4,1,0.7462318337051916
150399-23-8,425.13463048781995,-2.0029999999999974,196.92,4,8,-2,9,3,3,31,0.25,0,0.30155366844879605
150683-30-0,448.15537034,5.683140000000005,69.64,2,3,0,3,4,3,32,0.23076923076923078,0,0.540891219756549
1508-65-2,358.23767030409,1.9258000000000006,50.97,2,3,1,7,2,1,26,0.5909090909090909,2,0.5784074556823805
1508-75-4,284.15247788,2.2062,53.43000000000001,1,3,0,6,2,2,21,0.29411764705882354,0,0.8845260918021192
1508-76-5,288.23219100009,2.5233000000000008,24.67,2,1,1,5,3,1,21,0.6842105263157895,0,0.8548548283419678
152-62-5,312.208930136,4.499500000000004,34.14,0,2,0,1,4,0,23,0.7142857142857143,0,0.7141681268421906
152520-56-4,406.18244117208997,1.3374000000000006,75.53000000000002,3,4,1,6,4,2,29,0.45454545454545453,0,0.6769069977920487
15307-81-0,294.00940749990997,3.0294,52.16,1,3,-1,4,2,2,19,0.07142857142857142,0,0.9429164250092252
153559-49-0,347.20165368391,4.769020000000005,40.129999999999995,0,2,-1,3,3,2,26,0.375,0,0.802266996072772
154229-19-3,349.240564612,5.398600000000005,33.120000000000005,1,2,0,1,5,1,26,0.625,1,0.6887813871003827
154361-50-9,359.149263644,0.7601999999999995,122.91000000000001,3,8,0,6,2,1,25,0.6666666666666666,1,0.640839151584694
155-41-9,318.16998466808997,1.0626999999999995,59.06,1,4,1,4,4,1,23,0.6111111111111112,3,0.5123331583066539
155206-00-1,415.272258664,3.146900000000002,89.79,4,4,0,12,2,1,30,0.56,2,0.31184363018252953
155213-67-5,720.3127606359999,5.905200000000005,145.77999999999997,4,9,0,17,4,4,50,0.43243243243243246,0,0.10624046585910327
156-57-0,78.03719667608999,-0.8418999999999999,27.64,2,1,1,1,0,0,4,1.0,1,0.3826710259651884
15686-71-2,347.0939770240001,-1.6065999999999967,117.17999999999999,2,5,0,4,3,1,24,0.3125,1,0.6358839179938306
159811-51-5,434.26897043209,3.6822000000000026,58.809999999999995,2,3,1,3,5,1,32,0.5714285714285714,0,0.7630223102829113
160970-54-7,496.24176761609,2.0448999999999993,101.63000000000001,3,5,1,13,3,2,35,0.48,1,0.3686922871485279
161735-79-1,172.11207586809,0.8704999999999995,16.61,1,0,1,2,2,1,13,0.3333333333333333,1,0.6374764992891361
161814-49-9,505.22465683999997,2.4028,131.19,3,7,0,11,3,2,35,0.48,1,0.39974037477190066
162011-90-7,314.061279928,2.5577000000000005,60.44,0,4,0,3,3,2,22,0.11764705882352941,1,0.8169951703125135
162401-32-3,402.03495410799997,5.030900000000003,60.45,1,4,0,7,3,2,26,0.29411764705882354,0,0.7046383457729449
163222-33-1,409.148949972,4.888300000000004,60.77,2,3,0,6,4,3,30,0.20833333333333334,1,0.5702138618789355
164656-23-9,528.22114752,6.576100000000006,58.2,2,2,0,2,5,1,37,0.6296296296296297,1,0.4265424696021493
165800-03-3,337.1437843399999,1.1235999999999997,71.11,1,5,0,4,3,1,24,0.5,0,0.8915973887511962
169590-42-5,381.07588234799994,3.5139200000000006,77.98,1,4,0,3,3,3,26,0.11764705882352941,0,0.7541053298167572
170729-80-3,534.150188072,4.952100000000003,83.24000000000001,2,5,0,6,4,3,37,0.391304347826087,1,0.4376253118047192
171599-83-0,475.21220089209004,0.19380000000000197,114.61999999999999,2,7,1,7,4,3,33,0.5,0,0.504418510607011
17321-77-6,315.16225286809,3.1113000000000026,7.680000000000001,1,1,1,4,3,2,22,0.3684210526315789,0,0.9106988229239898
1744-22-5,234.00746844,2.7771,48.14,1,4,0,1,2,2,15,0.125,0,0.8248286060077297
175865-59-5,355.1724442560901,-2.1534999999999975,172.99,4,9,1,8,2,2,25,0.5714285714285714,1,0.3876197134248116
179324-69-7,384.19688568000004,0.36059999999999964,124.44000000000001,4,6,0,9,2,2,28,0.3684210526315789,1,0.46304615262258836
179463-17-3,1094.6576150201802,-4.745500000000019,415.27,16,16,2,23,4,1,77,0.75,1,0.04578095476518636
18010-40-7,289.22743996809004,2.4794399999999994,33.54,2,1,1,5,2,1,21,0.6111111111111112,0,0.857668355545113
183133-96-2,835.377905504,4.5678000000000045,202.45,3,14,0,10,6,2,60,0.5777777777777777,3,0.17072797139316157
186826-86-8,401.17508446799997,0.009600000000001385,91.21000000000001,1,6,0,4,5,2,29,0.5238095238095238,0,0.7794781534995434
188062-50-2,286.154209196,1.0922999999999998,101.88,3,7,0,4,4,2,21,0.5,1,0.7272302824304794
190786-44-8,388.15537034000005,1.4184,66.69,1,4,0,8,3,2,27,0.42857142857142855,0,0.7423095841374345
19171-19-8,273.074955832,-0.3299999999999998,109.57,2,5,0,1,3,1,20,0.23076923076923078,2,0.5375391722332333
19356-17-3,400.334130648,6.733900000000008,40.46,2,2,0,6,3,0,29,0.7777777777777778,0,0.5184686039927527
19387-91-8,247.062676896,0.5344200000000001,95.1,0,6,0,5,1,1,16,0.625,2,0.5584635043283493
1953-02-2,162.02303769591,-1.8291999999999993,69.23,2,4,-1,3,0,0,10,0.6,1,0.4795672584018238
196597-26-9,259.157228912,2.5676000000000005,38.33,1,2,0,4,3,1,19,0.5625,0,0.9021804790562545
19767-45-4,140.96855959991,-0.5385999999999997,57.2,1,4,-1,2,0,0,7,1.0,2,0.41487401500285953
19774-82-4,645.0236897880001,6.936200000000007,42.68,0,4,0,11,3,3,31,0.4,2,0.1676472462674973
198480-56-7,471.26421940009,4.9139200000000045,59.06,3,4,1,7,5,4,35,0.3333333333333333,0,0.3588400484832849
201530-41-8,372.09897950791,2.3760000000000003,111.3,2,7,-1,4,4,4,28,0.0,0,0.5688769559435355
202138-50-9,519.1730287900001,3.0356000000000014,185.43999999999997,1,15,0,13,2,2,35,0.631578947368421,3,0.2310328956549481
2030-63-9,473.12942851609006,5.570400000000005,43.82,2,3,1,4,5,3,33,0.1111111111111111,1,0.33471500826651357
204255-11-8,313.21218382809,0.5686000000000015,92.27,2,4,1,7,1,0,22,0.75,1,0.6721029169565504
2062-78-4,462.23514544009,4.439900000000004,42.23,2,2,1,7,5,4,34,0.32142857142857145,0,0.4190391200986762
2068-78-2,824.3996439919999,3.5175000000000027,171.17,3,12,0,8,9,3,60,0.5652173913043478,4,0.1310247762677446
211915-06-9,627.316917412,5.8208000000000055,140.04000000000002,2,10,0,16,4,4,46,0.35294117647058826,4,0.06855452689615898
21256-18-8,292.09791688790995,2.6911000000000014,66.16,0,4,-1,5,3,3,22,0.1111111111111111,0,0.7248586740906383
2135-17-3,410.1904804359999,1.8436999999999997,94.83,3,5,0,2,4,0,29,0.7272727272727273,0,0.645896165264526
21679-14-1,285.08733208399997,-1.8409000000000002,139.54000000000002,4,9,0,2,3,2,20,0.5,1,0.47183364718578485
21736-83-4,334.17290401217997,-4.977999999999991,138.67000000000002,5,7,2,2,3,0,23,0.9285714285714286,0,0.340781879302711
2192-20-3,375.18338223609,1.6388000000000014,37.14,2,3,1,8,3,2,26,0.42857142857142855,1,0.6886776399471127
220127-57-1,494.2662850640901,3.1732200000000015,87.48,3,6,1,7,5,4,37,0.2413793103448276,0,0.3659166129867811
220620-09-7,585.2798632079999,-1.7106999999999926,213.16999999999996,6,10,0,6,4,1,42,0.5172413793103449,2,0.16422985379670257
22254-24-6,332.22202024009,2.8541000000000016,46.53,1,3,1,5,3,1,24,0.65,2,0.6661029067869589
22260-51-1,652.21400502791,2.5608000000000013,121.04,2,6,-1,5,7,2,43,0.59375,0,0.5122926451509549
223673-61-8,397.16927346009004,1.7460000000000009,104.85,4,5,1,9,3,3,28,0.23809523809523808,1,0.412902267681634
224785-90-4,488.22057450400007,2.0704199999999995,112.89999999999999,1,8,0,8,4,3,34,0.5217391304347826,0,0.5164114874787473
22916-47-8,414.99330024009004,5.873900000000003,28.3,0,2,1,6,3,3,25,0.16666666666666666,0,0.4930387662168743
231277-92-2,580.1347322120001,6.139100000000005,106.35000000000001,2,8,0,11,5,5,40,0.1724137931034483,1,0.17947949298055937
242478-38-2,363.20670452409,2.447800000000001,33.980000000000004,1,2,1,2,6,2,27,0.43478260869565216,0,0.8893303679320592
2447-57-6,310.07357592799997,0.8768,116.43,2,7,0,5,2,2,21,0.16666666666666666,1,0.7870878791639985
24729-96-2,503.1389249059099,-2.1745999999999945,155.64999999999998,4,9,-1,9,2,0,31,0.9444444444444444,2,0.2029047806222647
25451-15-4,238.095356928,0.9607999999999993,104.64000000000001,2,4,0,5,1,1,17,0.2727272727272727,0,0.796471019540729
2627-69-2,258.09641954800003,-2.8242999999999996,156.85000000000002,5,8,0,3,2,1,18,0.5555555555555556,0,0.3908498923708794
26807-65-8,365.060090052,2.0834,92.5,2,4,0,3,3,2,24,0.1875,0,0.8705249450646536
269055-15-4,434.0490712000001,4.717400000000002,120.63999999999999,2,7,0,4,3,3,28,0.1,0,0.6084537970432329
274693-27-5,522.186080816,2.0136999999999996,138.44,4,11,0,10,5,3,36,0.5652173913043478,2,0.23104078172688383
27833-64-3,328.12111632809,2.354300000000001,29.27,1,3,1,0,4,2,23,0.2777777777777778,0,0.8041661354040809
2809-21-4,202.95269649973002,-2.8881999999999994,143.78,2,6,-3,2,0,0,11,1.0,1,0.4578842124152752
28657-80-9,261.05169496791,-0.4914000000000005,93.48000000000002,0,7,-1,2,3,2,19,0.25,0,0.7236431507520212
286930-03-8,412.28462049609,3.964000000000003,50.97,2,3,1,10,2,2,30,0.5,2,0.4586748183521858
297-76-7,384.230059504,4.425900000000004,52.6,0,4,0,2,4,0,28,0.75,3,0.4015627733780324
302-79-4,299.20165368391,4.267900000000004,40.129999999999995,0,2,-1,5,1,0,22,0.45,2,0.5616544918724433
302962-49-8,488.16299820409,2.73264,107.76,3,8,1,7,4,3,33,0.36363636363636365,0,0.46895667674264735
304-20-1,161.08217270808998,0.33450000000000013,65.08,2,3,1,1,2,2,12,0.0,2,0.4677584214016386
3056-17-5,224.079706864,-0.7090799999999999,84.32,2,5,0,2,2,1,16,0.4,1,0.6498890462135971
30652-11-0,139.063328528,0.39931999999999984,42.23,1,3,0,0,1,1,10,0.2857142857142857,0,0.5649178764789872
319460-85-0,386.1201321960001,4.639100000000004,70.67,2,4,0,5,4,4,28,0.045454545454545456,0,0.5241908173512972
320345-99-1,484.16107686008996,4.666800000000005,55.760000000000005,1,6,1,9,6,3,33,0.4230769230769231,3,0.272537178442321
321-30-2,135.05449516,-0.0648999999999999,80.48,2,4,0,0,2,2,10,0.0,0,0.5296759293780585
32986-56-4,472.29551002445004,-9.87980000000001,276.27000000000004,10,9,5,6,3,0,32,1.0,0,0.17527246986130968
33069-62-4,853.330955312,3.7357000000000036,221.28999999999996,4,14,0,10,7,3,62,0.44680851063829785,3,0.12978619445124503
330784-47-9,483.17856537200004,2.4318,125.39000000000001,3,9,0,9,4,3,34,0.34782608695652173,0,0.42031663549016557
33402-03-8,168.10190510809,0.05599999999999988,68.10000000000001,3,2,1,2,1,1,12,0.3333333333333333,0,0.5840139400031056
33419-42-0,588.1842910839998,1.3385999999999993,160.83,3,13,0,5,7,2,42,0.5517241379310345,1,0.4298292584463983
341031-54-7,399.21908077609,1.91784,78.43,4,2,1,7,3,2,29,0.36363636363636365,1,0.5370258571097166
34183-22-7,342.20637017609,2.2152000000000003,63.14000000000001,2,3,1,11,2,2,25,0.38095238095238093,2,0.4860971257197134
34381-68-5,337.21218382808996,1.3393000000000002,92.24000000000001,3,4,1,10,1,1,24,0.5555555555555556,1,0.5618624951770448
34552-83-5,477.23033242809,3.670900000000004,44.980000000000004,2,2,1,7,4,3,34,0.3448275862068966,0,0.5450497541894281
34580-14-8,310.12601168008996,2.5973000000000006,21.51,1,2,1,0,4,2,22,0.3157894736842105,0,0.793449694177779
3543-75-7,356.09380581990996,1.9299000000000002,61.190000000000005,0,5,-1,9,2,2,23,0.5,1,0.6437291201561798
36322-90-4,330.05540044390995,0.38329999999999953,102.43,1,5,-1,2,3,2,23,0.06666666666666667,0,0.8575760989593547
364782-34-3,358.17771081609004,5.115800000000004,16.61,1,0,1,6,3,3,26,0.2727272727272727,1,0.5894393592050658
367514-88-3,493.26317384409003,2.838700000000001,57.95,1,5,1,5,7,2,35,0.6785714285714286,1,0.6511696390310648
36791-04-5,244.080769484,-3.0114999999999994,143.72000000000003,4,8,0,3,2,1,17,0.625,0,0.44284203167437103
3717-88-2,392.18563473208997,2.9940200000000017,60.949999999999996,1,4,1,5,4,3,29,0.3333333333333333,1,0.6784032165726454
