compound_id,target_id,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr
18010-40-7,pa_ph1n1,0.7172499999999999,0.46115,0.024399999999999998,0.2854583333333333,0.31719740015748343,0.779,0.3503281544970848,-0.43675,0.69285
183133-96-2,pa_ph1n1,0.08825,0.5682,0.18575,0.2969833333333333,0.248244320512407,0.6697,0.25368164268100546,-0.38245000000000007,-0.0975
186826-86-8,pa_ph1n1,0.5324,0.5761,0.2458,0.4036666666666667,0.2422279972807988,0.6542000000000001,0.17941912755705097,-0.3302999999999999,0.28659999999999997
188062-50-2,pa_ph1n1,0.5234,0.851,0.91925,0.8305250000000001,0.20665428860780996,0.5095000000000001,0.21161169036704944,0.06825000000000003,-0.39585000000000004
190786-44-8,pa_ph1n1,0.56565,0.55455,0.87335,0.7158000000000001,0.2481913247208022,0.6828,0.18094010979695277,0.3188,-0.3077
19171-19-8,pa_ph1n1,0.62805,0.2763,0.01625,0.2049,0.3437029977562993,0.8191,0.3070432393545465,-0.26005,0.6118
19356-17-3,pa_ph1n1,0.73,0.68655,0.94525,0.8231416666666668,0.1778395194175543,0.4697,0.13853167808603684,0.25870000000000004,-0.21525000000000005
19387-91-8,pa_ph1n1,0.58065,0.5727,0.6769000000000001,0.6261249999999999,0.07858301131075765,0.20529999999999993,0.05800130027278128,0.10420000000000007,-0.09625000000000006
1953-02-2,pa_ph1n1,0.58565,0.13835,0.06545000000000001,0.17645,0.2746859206439238,0.6877,0.2816616587326007,-0.07289999999999999,0.5202
196597-26-9,pa_ph1n1,0.21760000000000002,0.86345,0.8288,0.7384833333333334,0.3342547317042298,0.7809999999999999,0.363292417803253,-0.03465000000000007,-0.6112
19767-45-4,pa_ph1n1,0.8600000000000001,0.6784,0.98985,0.8643916666666667,0.18644812415253742,0.5045000000000001,0.15643991658141473,0.31145,-0.1298499999999999
19774-82-4,pa_ph1n1,0.21465,0.3952,0.36360000000000003,0.34930833333333333,0.17481847061070713,0.44900000000000007,0.09642178609283969,-0.03159999999999996,-0.14895000000000003
198480-56-7,pa_ph1n1,0.2024,0.3272,0.5235,0.40454999999999997,0.2408854637927882,0.6067,0.16187131720392384,0.19629999999999997,-0.32109999999999994
201530-41-8,pa_ph1n1,0.51415,0.8503499999999999,0.85475,0.7965166666666667,0.21798949286605537,0.6135,0.19538771711650657,0.0044000000000000705,-0.3406
202138-50-9,pa_ph1n1,0.10769999999999999,0.9265000000000001,0.52175,0.5876583333333333,0.40218360856703256,0.9710000000000001,0.40940880242124744,-0.40475000000000005,-0.41405000000000003
2030-63-9,pa_ph1n1,0.4632,0.4326,0.11460000000000001,0.2787,0.36680097600742567,0.8146000000000001,0.19303813094826627,-0.31799999999999995,0.3486
204255-11-8,pa_ph1n1,0.5728,0.5171,0.51125,0.5234583333333334,0.15044323071067928,0.3827,0.03397331060307977,-0.005850000000000022,0.061549999999999994
2062-78-4,pa_ph1n1,0.5639500000000001,0.013600000000000001,0.8155,0.506275,0.3858305884711579,0.8915000000000001,0.41012317966679235,0.8019000000000001,-0.25154999999999994
2068-78-2,pa_ph1n1,0.3488,0.49855000000000005,0.23220000000000002,0.34041666666666676,0.17493879786942632,0.39080000000000004,0.13351837888470636,-0.26635000000000003,0.11659999999999998
211915-06-9,pa_ph1n1,0.07335,0.14815,0.7729999999999999,0.44810833333333333,0.35776443087596066,0.846,0.3841750219626466,0.6248499999999999,-0.6996499999999999
21256-18-8,pa_ph1n1,0.422,0.1943,0.35225,0.311225,0.17059397117131658,0.40679999999999994,0.11666230110879863,0.15795,0.06974999999999998
2135-17-3,pa_ph1n1,0.5124,0.8415,0.4394,0.5856,0.28383416754623936,0.7766,0.21421181884605092,-0.4021,0.07299999999999995
21679-14-1,pa_ph1n1,0.38449999999999995,0.5880000000000001,0.66015,0.5901583333333335,0.24275644927924503,0.6428,0.14294567441281092,0.07214999999999994,-0.27565000000000006
21736-83-4,pa_ph1n1,0.1454,0.18409999999999999,0.1591,0.16515,0.12256638473360738,0.2591,0.019623030686755118,-0.024999999999999994,-0.01369999999999999
2192-20-3,pa_ph1n1,0.5116,0.6647000000000001,0.9471499999999999,0.7804083333333333,0.21620876408385176,0.5740000000000001,0.22095301725329144,0.28244999999999987,-0.4355499999999999
220127-57-1,pa_ph1n1,0.1387,0.34825,0.47,0.3741999999999999,0.2049542916522283,0.6151,0.16757782023088058,0.12174999999999997,-0.3313
220620-09-7,pa_ph1n1,0.20675000000000002,0.96895,0.78005,0.7474666666666668,0.37602833625495125,0.9699,0.39692672287631797,-0.18889999999999996,-0.5733
22260-51-1,pa_ph1n1,0.089,0.95455,0.9829,0.8244666666666668,0.4547295302338156,0.9216,0.5081072286765199,0.028349999999999986,-0.8939
223673-61-8,pa_ph1n1,0.5850500000000001,0.9935,0.93865,0.898,0.2163408298649764,0.5396,0.2216878003710022,-0.054850000000000065,-0.3535999999999999
224785-90-4,pa_ph1n1,0.4589,0.39094999999999996,0.8318000000000001,0.6227,0.23575015376453098,0.5923,0.23735358118216804,0.44085000000000013,-0.3729000000000001
22916-47-8,pa_ph1n1,0.7423500000000001,0.2946,0.24895,0.34640000000000004,0.27334127874630765,0.7022,0.27264370675541616,-0.04564999999999997,0.49340000000000006
231277-92-2,pa_ph1n1,0.16094999999999998,0.5214000000000001,0.7489,0.5750750000000001,0.30144274691335116,0.8366,0.2964696878828143,0.22749999999999992,-0.58795
242478-38-2,pa_ph1n1,0.67395,0.57515,0.45230000000000004,0.5301916666666667,0.2231093244727048,0.6161,0.11104224796595814,-0.12285000000000001,0.22165
2447-57-6,pa_ph1n1,0.5301,0.0369,0.12665,0.163975,0.27130936155368224,0.707,0.26270173359407684,0.08975000000000001,0.40345
24729-96-2,pa_ph1n1,0.8504499999999999,0.5831999999999999,0.99775,0.8350166666666667,0.20727192445352233,0.5445,0.21014739073643848,0.4145500000000001,-0.1473000000000001
25451-15-4,pa_ph1n1,0.62555,0.9151,0.5931500000000001,0.7058666666666666,0.1900956776643453,0.5084,0.17726663767706918,-0.32194999999999996,0.032399999999999984
2627-69-2,pa_ph1n1,0.1704,0.7398,0.15760000000000002,0.35380000000000006,0.3252724867963269,0.8134,0.33249988471175945,-0.5822,0.012799999999999978
26807-65-8,pa_ph1n1,0.49605,0.9854,0.9598,0.8910416666666667,0.248468458762878,0.5411,0.2754338532206962,-0.025600000000000067,-0.46375
269055-15-4,pa_ph1n1,0.8363,0.7535499999999999,0.94035,0.8607416666666666,0.12412608106276457,0.355,0.09360217679092728,0.18680000000000008,-0.10404999999999998
274693-27-5,pa_ph1n1,0.43579999999999997,0.42010000000000003,0.79335,0.6093416666666667,0.361984423698037,0.8963,0.2111097877882501,0.37324999999999997,-0.35755000000000003
27833-64-3,pa_ph1n1,0.127,0.44915,0.3701,0.35593333333333343,0.30417979168029335,0.8055,0.16789239361368738,-0.07905000000000001,-0.24309999999999998
2809-21-4,pa_ph1n1,0.7959,0.99325,0.9827,0.9550833333333332,0.09984341240162016,0.21229999999999993,0.1110199419023447,-0.010549999999999948,-0.18679999999999997
28657-80-9,pa_ph1n1,0.2576,0.48775,0.76085,0.5859416666666666,0.27583713068886623,0.7706999999999999,0.25193027970717086,0.2731,-0.50325
286930-03-8,pa_ph1n1,0.67205,0.4934,0.47535,0.51415,0.24477683441589537,0.6352,0.10872941567640901,-0.01805000000000001,0.19670000000000004
297-76-7,pa_ph1n1,0.78145,0.03615,0.2068,0.24569166666666667,0.3683920719378563,0.902,0.39047324598918853,0.17065000000000002,0.57465
302-79-4,pa_ph1n1,0.060450000000000004,0.1194,0.58485,0.3423,0.27288570501219006,0.6738,0.2872612530432881,0.46545,-0.5244
302962-49-8,pa_ph1n1,0.56455,0.8004,0.5051,0.6134416666666667,0.20943053979780504,0.5606,0.15618451427718436,-0.2953,0.05945
304-20-1,pa_ph1n1,0.8061,0.5398000000000001,0.44899999999999995,0.5387833333333333,0.18153559430591015,0.5037,0.18559846443330294,-0.0908000000000001,0.3571000000000001
3056-17-5,pa_ph1n1,0.28364999999999996,0.26415,0.82315,0.5468999999999999,0.3263353944436102,0.8150000000000001,0.31725948895712064,0.559,-0.5395000000000001
30652-11-0,pa_ph1n1,0.19119999999999998,0.9957499999999999,0.4129,0.5702333333333333,0.3917503971493413,0.9561,0.41556501998283407,-0.5828499999999999,-0.2217
319460-85-0,pa_ph1n1,0.9674,0.93655,0.9961,0.9714666666666666,0.033285096765169025,0.07299999999999995,0.029781467951283617,0.05954999999999999,-0.028699999999999948
320345-99-1,pa_ph1n1,0.08629999999999999,0.7051000000000001,0.9315,0.7151666666666666,0.41187825871245015,0.9126000000000001,0.43751827390407366,0.22639999999999993,-0.8452
321-30-2,pa_ph1n1,0.37070000000000003,0.9226,0.901,0.8198166666666665,0.31362043725922367,0.8210999999999999,0.31259085612559645,-0.021599999999999953,-0.5303
33069-62-4,pa_ph1n1,0.20805,0.7297,0.29505000000000003,0.42543333333333333,0.2596305041143407,0.6744,0.27946626063504215,-0.43465,-0.08700000000000002
330784-47-9,pa_ph1n1,0.23725000000000002,0.9911,0.9238999999999999,0.8318583333333334,0.3748813221096334,0.8066,0.4171917794412221,-0.06720000000000004,-0.68665
33402-03-8,pa_ph1n1,0.3413,0.6931,0.3433,0.45956666666666673,0.21383092074502852,0.5735,0.20253694313219342,-0.34980000000000006,-0.0020000000000000018
33419-42-0,pa_ph1n1,0.83525,0.99455,0.9573,0.949375,0.07643275911980849,0.18479999999999996,0.08332692141999087,-0.037250000000000005,-0.12204999999999999
341031-54-7,pa_ph1n1,0.98295,0.9607,0.8522,0.9101583333333333,0.11286837909707041,0.29000000000000004,0.06995578961029603,-0.10850000000000004,0.13075000000000003
34183-22-7,pa_ph1n1,0.66235,0.3721,0.8331,0.650975,0.27365309000021665,0.7853,0.23306709513213855,0.46099999999999997,-0.17074999999999996
34381-68-5,pa_ph1n1,0.5098,0.5155,0.42635,0.469975,0.36618803594146365,0.9266,0.04990677141764765,-0.08914999999999995,0.08345000000000002
34552-83-5,pa_ph1n1,0.62985,0.91035,0.623,0.7199249999999999,0.16521434158893913,0.4444999999999999,0.1639599519191602,-0.28735,0.006850000000000023
34580-14-8,pa_ph1n1,0.087,0.07145,0.10940000000000001,0.09301666666666668,0.07211386598059119,0.1836,0.01907775755515657,0.03795000000000001,-0.022400000000000017
3543-75-7,pa_ph1n1,0.09004999999999999,0.8994,0.85875,0.7441833333333333,0.4155845698130125,0.9466,0.45599699103539415,-0.040649999999999964,-0.7687
36322-90-4,pa_ph1n1,0.64235,0.50965,0.8628,0.7083416666666668,0.22482356638039525,0.5277000000000001,0.17838274159794718,0.35314999999999996,-0.22045000000000003
364782-34-3,pa_ph1n1,0.5375,0.02005,0.5546,0.37356666666666666,0.35367694534230903,0.8538,0.3038065763497119,0.53455,-0.017100000000000004
367514-88-3,pa_ph1n1,0.4264,0.81675,0.8589,0.7727666666666667,0.3029881543339057,0.832,0.2384694232670791,0.04215000000000002,-0.4325
36791-04-5,pa_ph1n1,0.5640499999999999,0.9741,0.79565,0.8165333333333334,0.2168371524132031,0.5957,0.2055982996849277,-0.17845,-0.23160000000000003
3717-88-2,pa_ph1n1,0.6192,0.41405000000000003,0.7079500000000001,0.5951916666666667,0.2131377113511356,0.4592,0.15074276931249475,0.29390000000000005,-0.0887500000000001
3801-06-7,pa_ph1n1,0.49315000000000003,0.36005,0.42705,0.4157333333333333,0.12203459755331685,0.2973,0.06655050713555835,0.067,0.06610000000000005
380843-75-4,pa_ph1n1,0.46915,0.8886499999999999,0.982,0.8654083333333334,0.3608066943207494,0.9346,0.27316344161203804,0.09335000000000004,-0.51285
38194-50-2,pa_ph1n1,0.58675,0.49649999999999994,0.7858499999999999,0.6562166666666667,0.25050126280453494,0.7001999999999999,0.1480480186741225,0.28935,-0.19909999999999994
38304-91-5,pa_ph1n1,0.26339999999999997,0.79285,0.9152499999999999,0.7658083333333333,0.32070646807737857,0.7756,0.34646007105196597,0.12239999999999984,-0.6518499999999999
389-08-2,pa_ph1n1,0.52435,0.0052499999999999995,0.05475,0.11651666666666667,0.25691198038757684,0.5315,0.28648421131596996,0.0495,0.46959999999999996
3963-95-9,pa_ph1n1,0.2743,0.60755,0.4295,0.46298333333333336,0.18781259187463087,0.5837,0.16675551215277215,-0.17805000000000004,-0.1552
3978-86-7,pa_ph1n1,0.6496,0.2026,0.12395,0.237775,0.2783048717982972,0.7182999999999999,0.28352035347278565,-0.07865,0.52565
405165-61-9,pa_ph1n1,0.46015000000000006,0.8027,0.65385,0.6711833333333334,0.16665467290178215,0.4603,0.17176365302356603,-0.14884999999999993,-0.19369999999999998
41340-25-4,pa_ph1n1,0.7840499999999999,0.7074499999999999,0.2672,0.5000916666666666,0.2628834164923049,0.6780999999999999,0.278932950425964,-0.4402499999999999,0.5168499999999999
42057-22-7,pa_ph1n1,0.15655,0.87285,0.9925999999999999,0.8133416666666667,0.41016839468686517,0.8932,0.45210716926410266,0.11974999999999991,-0.83605
42461-84-7,pa_ph1n1,0.49035,0.09535,0.19335000000000002,0.21018333333333336,0.20148917009771683,0.5328,0.20568503429596752,0.09800000000000002,0.297
42924-53-8,pa_ph1n1,0.265,0.55095,0.6467,0.5511666666666667,0.24639783887039268,0.6768,0.19859101817554592,0.09575,-0.38170000000000004
4342-03-4,pa_ph1n1,0.49495,0.6774,0.7525999999999999,0.6845916666666666,0.28336480903598454,0.761,0.1324931224630169,0.07519999999999993,-0.25764999999999993
440-17-5,pa_ph1n1,0.36205,0.6567000000000001,0.2016,0.38004166666666667,0.22620823518755162,0.5891,0.23082418814615888,-0.45510000000000006,0.16044999999999998
444731-52-6,pa_ph1n1,0.762,0.84075,0.9653,0.8899,0.13597232684140795,0.29789999999999994,0.10250622338830621,0.12455000000000005,-0.20330000000000004
446-86-6,pa_ph1n1,0.9896,0.9417,0.9707,0.9641833333333333,0.02387288559572694,0.058599999999999985,0.024126817720812967,0.029000000000000026,0.018900000000000028
452-35-7,pa_ph1n1,0.21795,0.22605,0.3115,0.267425,0.15138039062793657,0.4153,0.05183132096843889,0.08545,-0.09355
475207-59-1,pa_ph1n1,0.5564,0.72305,0.18095,0.424225,0.2947728006448356,0.6698999999999999,0.2776710688926738,-0.5421,0.37545
50-01-1,pa_ph1n1,0.50805,0.38185,0.3659,0.3949083333333334,0.1139506910904888,0.29200000000000004,0.07787539727025473,-0.01595000000000002,0.14215
50-02-2,pa_ph1n1,0.32635,0.0068,0.27825,0.19578333333333334,0.21952229043994598,0.5611999999999999,0.172293797044467,0.27145,0.048099999999999976
50-04-4,pa_ph1n1,0.6195,0.7035,0.0276,0.35155000000000003,0.3984604773374644,0.9683999999999999,0.36838440520738663,-0.6759000000000001,0.5919000000000001
50-27-1,pa_ph1n1,0.3974,0.7845,0.84205,0.7487583333333334,0.30312347154253827,0.8460000000000001,0.241823639249764,0.05754999999999999,-0.44465
50-28-2,pa_ph1n1,0.57005,0.4662,0.47195,0.48638333333333333,0.28845584526347645,0.6637,0.05836879160418973,0.005749999999999977,0.09809999999999997
50-35-1,pa_ph1n1,0.23049999999999998,0.2232,0.9069,0.5662666666666666,0.3533747453719163,0.7576,0.39264401604167276,0.6837,-0.6764000000000001
50-41-9,pa_ph1n1,0.5275,0.1456,0.42115,0.347025,0.22096440211038518,0.5852999999999999,0.1970980022729809,0.27555,0.10634999999999994
50-55-5,pa_ph1n1,0.2505,0.2319,0.4828,0.36045,0.18961695775079473,0.5315,0.13979750832305035,0.2509,-0.2323
50-63-5,pa_ph1n1,0.2309,0.54135,0.30569999999999997,0.37178333333333335,0.2639135041385087,0.6963,0.1620211740277589,-0.23565000000000003,-0.07479999999999998
50-78-2,pa_ph1n1,0.87695,0.41585,0.04755,0.30855,0.3828609847799416,0.9456,0.4155643672565459,-0.3683,0.8294
50-81-7,pa_ph1n1,0.33225,0.08865,0.53555,0.3527,0.28399781278500486,0.7668,0.22375263871814635,0.44689999999999996,-0.20329999999999998
50-91-9,pa_ph1n1,0.8525,0.2973,0.32245,0.4024083333333333,0.29590995082964006,0.7255,0.3135369635306179,0.025150000000000006,0.53005
50700-72-6,pa_ph1n1,0.64115,0.52035,0.8709,0.7157583333333334,0.19187116163370319,0.4138,0.17807442498386267,0.35055000000000003,-0.22975
51-21-8,pa_ph1n1,0.7870999999999999,0.5866,0.2512,0.45231666666666664,0.3274435869988397,0.8036,0.2707650334392041,-0.33540000000000003,0.5358999999999999
51-52-5,pa_ph1n1,0.1407,0.10464999999999999,0.39695,0.25680833333333336,0.18149716251225528,0.5017,0.1593753196075227,0.2923,-0.25625000000000003
51333-22-3,pa_ph1n1,0.20615,0.62105,0.90045,0.6916000000000001,0.33671803881982126,0.7224999999999999,0.34934673797437027,0.2794,-0.6942999999999999
51481-61-9,pa_ph1n1,0.9297,0.42635,0.33415,0.4641416666666667,0.31453368023154527,0.786,0.3205572920711678,-0.0922,0.59555
51803-78-2,pa_ph1n1,0.5282,0.87895,0.5781499999999999,0.6700916666666666,0.2782189042223168,0.7426999999999999,0.1897371888516675,-0.30080000000000007,-0.04994999999999994
518048-05-0,pa_ph1n1,0.1903,0.301,0.1076,0.18584999999999996,0.1050852162136362,0.3133,0.09703722653360065,-0.1934,0.0827
52-21-1,pa_ph1n1,0.7431,0.7381500000000001,0.7378,0.7388,0.1835174369553658,0.44619999999999993,0.0029640906418888615,-0.0003500000000000725,0.005299999999999971
52-86-8,pa_ph1n1,0.7074,0.5710999999999999,0.7892,0.7028666666666666,0.237751220116042,0.62,0.11017905124538577,0.21810000000000007,-0.08179999999999998
521-78-8,pa_ph1n1,0.87795,0.617,0.6737500000000001,0.6888666666666667,0.19886534137450898,0.5791,0.13724254988887374,0.05675000000000008,0.20419999999999994
527-07-1,pa_ph1n1,0.41759999999999997,0.8666,0.8324499999999999,0.7746916666666666,0.24868688546041184,0.6500999999999999,0.24995591111233997,-0.034150000000000125,-0.41484999999999994
53-86-1,pa_ph1n1,0.27445,0.48129999999999995,0.195,0.303675,0.20561857325316374,0.5496,0.14779880186704264,-0.28629999999999994,0.07945000000000002
532-03-6,pa_ph1n1,0.0458,0.6316,0.41164999999999996,0.4239916666666666,0.3366750743174592,0.901,0.2959126743370979,-0.2199500000000001,-0.36584999999999995
53885-35-1,pa_ph1n1,0.8738,0.94595,0.97485,0.9483749999999999,0.04676133730622623,0.1099,0.05204474837419556,0.028900000000000037,-0.10104999999999997
54-85-3,pa_ph1n1,0.26480000000000004,0.6698,0.22435,0.37957499999999994,0.2754411982014794,0.7313000000000001,0.24633544372122604,-0.44544999999999996,0.04045000000000004
54029-12-8,pa_ph1n1,0.7085,0.40980000000000005,0.80835,0.6588583333333333,0.2611806533161801,0.7885,0.20737800228889594,0.39854999999999996,-0.09985
540737-29-9,pa_ph1n1,0.20605,0.8303,0.3668,0.4945083333333333,0.3152906875673093,0.7269,0.32412982866952145,-0.4635,-0.16075
541-15-1,pa_ph1n1,0.81765,0.2716,0.19455,0.32408333333333333,0.307343206638225,0.6256,0.33969616693941856,-0.07705000000000001,0.6231
541-22-0,pa_ph1n1,0.6839,0.78335,0.14500000000000002,0.4476,0.32036211022320765,0.7596,0.3434613600295284,-0.63835,0.5388999999999999
5451-09-2,pa_ph1n1,0.30665,0.6995,0.1488,0.358675,0.3111477810730243,0.7928999999999999,0.2835836840040931,-0.5507,0.15785
54527-84-3,pa_ph1n1,0.93685,0.1162,0.1217,0.25572500000000004,0.4228661888430745,0.8648,0.4722227925813548,0.005500000000000005,0.8151499999999999
548-62-9,pa_ph1n1,0.0911,0.62515,0.9451,0.6961166666666667,0.3976547568766991,0.8878,0.43144976629189796,0.31995000000000007,-0.8540000000000001
548-73-2,pa_ph1n1,0.4805,0.15765,0.24300000000000002,0.2541333333333333,0.19469177092693635,0.5265,0.16729365150337694,0.08535000000000001,0.23749999999999996
549-18-8,pa_ph1n1,0.00445,0.12565,0.72305,0.40414999999999995,0.34877304607246623,0.8082,0.38469948444640956,0.5973999999999999,-0.7186
55-06-1,pa_ph1n1,0.2569,0.39625,0.48045,0.41512499999999997,0.14019745599213512,0.315,0.11290310373649312,0.0842,-0.22354999999999997
55-98-1,pa_ph1n1,0.40815,0.94015,0.78085,0.7718333333333333,0.24821216260825466,0.6122,0.27304022292206936,-0.1593,-0.37270000000000003
550-99-2,pa_ph1n1,0.14135,0.27075,0.84185,0.5347333333333334,0.3567434563753996,0.962,0.3727375797170623,0.5710999999999999,-0.7005
55079-83-9,pa_ph1n1,0.5517,0.98895,0.95555,0.899375,0.3385365071401704,0.8527,0.2433782875141769,-0.033399999999999985,-0.40385000000000004
55268-74-1,pa_ph1n1,0.18109999999999998,0.7457499999999999,0.3422,0.4498666666666666,0.2756108591232694,0.7206,0.2908709436044331,-0.4035499999999999,-0.16110000000000002
553-08-2,pa_ph1n1,0.33805,0.92865,0.9569000000000001,0.8443416666666667,0.3382885159150396,0.8428,0.3494237506237949,0.02825000000000011,-0.6188500000000001
555-30-6,pa_ph1n1,0.60415,0.9310499999999999,0.70675,0.7644166666666669,0.21337451972216986,0.5156999999999999,0.16718296364562188,-0.22429999999999994,-0.10260000000000002
5593-20-4,pa_ph1n1,0.0087,0.8095,0.055150000000000005,0.2988583333333333,0.4186682190788628,0.9873,0.44953349244893126,-0.75435,-0.046450000000000005
56-85-9,pa_ph1n1,0.9551499999999999,0.7022,0.6865,0.7365083333333332,0.1912294999906308,0.4437,0.15077743807789454,-0.015700000000000047,0.26864999999999994
56180-94-0,pa_ph1n1,0.5985499999999999,0.0716,0.087,0.167125,0.2699606372541498,0.5905,0.299887997147824,0.015399999999999997,0.51155
56211-40-6,pa_ph1n1,0.8253999999999999,0.7501,0.7155499999999999,0.745375,0.06956100679739091,0.20589999999999997,0.05617059580717773,-0.03455000000000008,0.10985
56296-78-7,pa_ph1n1,0.90315,0.23875000000000002,0.8693,0.6647583333333333,0.3462565002999944,0.8604999999999999,0.3742028159968869,0.6305499999999999,0.03385000000000005
